nb,nu,nd,ns,ne,nm,μu,μd,μe,P,e
0.00703374316,0.007033731452941393,0.007303048614655853,0.0067644295237725156,4.762820193549098e-9,0.0,0.4109922681200682,0.4161973599450596,0.005205091824991359,0.0014961941812659395,0.0072494623490155525
0.007094906143999999,0.0070948942906892505,0.00736498704658946,0.0068248106511147755,4.722629595870703e-9,0.0,0.4121800847014012,0.41737049426230743,0.005190409560906224,0.001521159976033611,0.007325617056735523
0.007156069128,0.007156057000444327,0.007426923928951493,0.006885199085991183,4.6832679206053344e-9,0.0,0.4133610918379109,0.41853704099026623,0.005175949152355303,0.0015461995230557054,0.007401989653105438
0.007217232112,0.007217219033087771,0.0074888570901097806,0.006945592586461152,4.644628892718528e-9,0.0,0.4145353757496131,0.41969705095238424,0.005161675202771176,0.001571311731497012,0.007478576857602769
0.0072783950960000005,0.007278381857397816,0.007550785656697402,0.0070059901784080714,4.606572339088884e-9,0.0,0.4157030591286107,0.4208505979644998,0.005147538835889061,0.0015964961394822788,0.007555377302496002
0.00733955808,0.0073395442993049575,0.007612709201118315,0.007066391324783435,4.5691196718325765e-9,0.0,0.41686421189253164,0.421997762460258,0.005133550567726354,0.0016217520443025154,0.007632388905993112
0.007400721064,0.007400707839958148,0.007674629107674949,0.007126797258656007,4.53224692253739e-9,0.0,0.41801895239988585,0.42313865641974924,0.005119704019863395,0.0016470796087391473,0.007709612218486674
0.007461884048,0.0074618714180812225,0.007736544779812289,0.007187207283561546,4.49596120674968e-9,0.0,0.4191673488042752,0.4242733532091743,0.005106004404899123,0.0016724781123953086,0.007787045100386543
0.007523047032,0.007523033972898258,0.007798456696064012,0.007247621754345049,4.460320559572986e-9,0.0,0.42030946778300465,0.42540194417219795,0.0050924763891933246,0.0016979471311393212,0.007864686321808511
0.007584210015999999,0.007584197072327612,0.007860364436555781,0.007308040151643075,4.4252107370179e-9,0.0,0.42144542326009665,0.4265245024701239,0.005079079210027259,0.0017234863690254593,0.007942535018932695
0.0076453730000000004,0.007645359673271181,0.007922268131420865,0.0073684624950833,4.3906730001688055e-9,0.0,0.42257527861259314,0.42764110962034835,0.0050658310077552095,0.0017490953200756214,0.008020589708216926
0.007706535984,0.007706524712488106,0.00798417012423608,0.00742889096751127,4.356660619226642e-9,0.0,0.42369916880322395,0.42875188505545514,0.005052716252231201,0.0017747746550654296,0.008098852479551824
0.007767698968,0.00776768618763309,0.008046062837984425,0.007489318068837263,4.323093544586726e-9,0.0,0.4248170629924545,0.4298567690991037,0.005039706106649233,0.0018005210514081753,0.008177313246186564
0.007828861951999999,0.007828847958706725,0.008107955660668551,0.007549752863789915,4.290206328797939e-9,0.0,0.4259291098311585,0.4309560038183926,0.005026893987234097,0.0018263372654948409,0.00825598049278081
0.007890024936,0.007890013702107573,0.008169846228106683,0.0076101929462717155,4.257704866749734e-9,0.0,0.4270354515694381,0.4320496192280012,0.005014167658563097,0.0018522227980303772,0.00833485270418016
0.00795118792,0.007951175730815148,0.008231730615133012,0.007670634386358084,4.225754368940252e-9,0.0,0.42813602357774927,0.4331376173597051,0.005001593781955782,0.0018781750957618084,0.008413922172663017
0.008012350904,0.008012338773734312,0.00829361125527073,0.007731079465772051,4.194233956553069e-9,0.0,0.42923098425102213,0.43422011115331605,0.00498912690229389,0.0019041951415927237,0.008493191923424155
0.008073513888,0.008073501097242372,0.008355488310539082,0.007791528250082284,4.16321670101406e-9,0.0,0.43032037395356804,0.435297171861023,0.004976797907454952,0.0019302823734183073,0.008572660301412644
0.008134676872,0.008134663525211087,0.008417361750041102,0.007851980618283677,4.132651500505893e-9,0.0,0.4314042774447444,0.43636886599346963,0.0049645885487252335,0.001956436545159635,0.00865232659543248
0.008195839856,0.008195826740454274,0.008479231815161616,0.007912436717228568,4.102506991189388e-9,0.0,0.4324827753077511,0.4374352634377865,0.004952488130035398,0.0019826574726813087,0.008732190284940428
0.00825700284,0.008256988465555554,0.008541098028968509,0.007972895993604418,4.0728507121972925e-9,0.0,0.43355589471656225,0.4384964204292473,0.004940525712685035,0.0020089443471037515,0.00881224896075476
0.008318165823999999,0.008318151112643179,0.008602960940920449,0.008033358898807592,4.043589518940158e-9,0.0,0.4346237439823548,0.4395524095930529,0.0049286656106981245,0.002035297329322306,0.008892503142508336
0.008379328807999999,0.008379315881212955,0.008664821381994647,0.008093826161325708,4.014696960907041e-9,0.0,0.43568640828220284,0.44060330693222777,0.004916898650024907,0.002061716493291611,0.008972953093894544
0.008440491792,0.008440478140949288,0.008726677456983706,0.008154295846385643,3.986280591212845e-9,0.0,0.43674387059141995,0.4416491410193901,0.004905270427970203,0.0020882002961834277,0.009053594175295152
0.008501654776000001,0.008501640482076356,0.008788530167606216,0.00821476885243057,3.958261079849925e-9,0.0,0.43779623814964314,0.442689988517768,0.004893750368124824,0.0021147490678487136,0.009134427420620036
0.00856281776,0.00856280420202622,0.008850379909310528,0.008275245487017331,3.930590909341151e-9,0.0,0.4388435940594105,0.4437259145205738,0.004882320461163349,0.002141362785991497,0.009215452795165458
0.008623980744,0.008623966690532513,0.008912226273410208,0.008335725272947136,3.903351862564178e-9,0.0,0.43988595340658737,0.4447569695326303,0.004871016126042889,0.002168040631444376,0.009296667857783998
0.008685143728,0.00868513028947518,0.008974069570376149,0.00839620843767833,3.876450596680646e-9,0.0,0.44092341479216446,0.44578321502907226,0.004859800236907809,0.00219478271868456,0.009378072981683786
0.008746306712,0.008746292385199007,0.009035908959295234,0.008456694083971397,3.849950782977323e-9,0.0,0.4419559915039024,0.44680469237924514,0.0048487008753427124,0.002221588108059598,0.009459665355350316
0.008807469695999999,0.008807455571397798,0.00909774589023921,0.008517183556802798,3.823795819274506e-9,0.0,0.44298378388263987,0.44782147978039744,0.0048376958977575405,0.002248457288585505,0.00954144649651054
0.008868632679999999,0.008868618709891519,0.0091595766091677,0.008577673111582501,3.797877515297412e-9,0.0,0.4440068281390875,0.4488335690204733,0.004826740881385811,0.0022753887006075313,0.009623411677849445
0.008929795664,0.008929781794651854,0.009221410004727997,0.00863817137387238,3.772530343883557e-9,0.0,0.4450251786264293,0.4498411575828293,0.004815978956399932,0.0023023846150667434,0.009705567902655999
0.008990958648000001,0.008990944601520879,0.009283237486384465,0.00869866986966083,3.747423409140518e-9,0.0,0.446038885100238,0.45084415650396303,0.004805271403725048,0.002329442210925681,0.009787906567410732
0.009052121632,0.009052106406343323,0.009345059644154162,0.00875916910739117,3.722601176288338e-9,0.0,0.4470479881844317,0.4518426263357841,0.0047946381513523754,0.0023565612504588616,0.009870426992058909
0.009113284616,0.00911326985475359,0.00940688127573447,0.008819673715201882,3.6981350113849577e-9,0.0,0.4480525829955734,0.4528366940686152,0.00478411107304183,0.00238374323369676,0.009953133788309006
0.0091744476,0.009174432478360058,0.009468699771894021,0.008880181074047899,3.6740132585238584e-9,0.0,0.44905267951777145,0.45382636615019994,0.004773686632428478,0.0024109867440195204,0.01003602267821835
0.009235610584,0.009235597616545556,0.009530519054100923,0.008940694958153608,3.650246520427925e-9,0.0,0.4500483818925175,0.4548117527859982,0.004763370893480746,0.0024382931475039698,0.010119097854019
0.009296773567999999,0.009296760278158447,0.009592328705830119,0.009001205107104957,3.626633650500007e-9,0.0,0.45103965771039717,0.45579273521101843,0.004753077500621242,0.0024656583539056478,0.010202346870844462
0.009357936552,0.009357923955443322,0.009654138440870106,0.009061720967622923,3.6033924612147827e-9,0.0,0.4520266117187849,0.4567695141274205,0.004742902408635634,0.0024930854608286126,0.010285779223057493
0.009419099536,0.009419086291575328,0.009715945634006282,0.009122239908651426,3.5805064961839145e-9,0.0,0.4530092530761133,0.45774209306773267,0.0047328399916193665,0.0025205730664628707,0.010369390675983532
0.00948026252,0.009480249119571607,0.00977774967034245,0.0091827612679195,3.5578796803623195e-9,0.0,0.4539876576607364,0.4587105069359135,0.004722849275177063,0.0025481209918898217,0.010453180701002153
0.009541425504,0.009541411617535751,0.00983955143528708,0.00924328585332748,3.535566681435613e-9,0.0,0.4549618578516549,0.4596748134066491,0.004712955554994246,0.0025757291050450544,0.010537148937572686
0.009602588488,0.009602574503513785,0.009901350008928278,0.00930381270583663,3.5135029584670547e-9,0.0,0.4559319098470477,0.46063504119607873,0.004703131349031048,0.0026033969744455247,0.010621294093207678
0.009663751472,0.009663737291230608,0.009963146776755168,0.009364343125322777,3.4917478956603498e-9,0.0,0.4568978499133226,0.4615912541395606,0.004693404226237986,0.0026311246745645382,0.010705616435583959
